Title_x,Source_x,Link_x,Date,Query,gpt_summary,Title_y,Link_y,Source_y,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,EMA_50,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,ATR,ADX,Target
Can the AirPods Pro Protect Your Hearing? We Put Them to the Test. | Wirecutter - The New York Times,GoogleNewsRSS,https://news.google.com/rss/articles/CBMigwFBVV95cUxNMTBzSXBkcWs1NDB0bWJSa0puTlE1TkRyX05pX2J6ZDgzQ3c5cTVJcjhub2puZnVDbkRNcWdXR1d1MzZjcy1adjM0NGdJUkRmeFB0TmtMMnFJM3I4MWdpdWFQM2NlRW95NENROW8ydXhXT1NiUGVWaHJhX1NKUThQTjJ5TQ?oc=5,2023-03-03 08:00:00,AirPods 2023,,Can the AirPods Pro Protect Your Hearing? We Put Them to the Test. | Wirecutter - The New York Times,https://news.google.com/rss/articles/CBMigwFBVV95cUxNMTBzSXBkcWs1NDB0bWJSa0puTlE1TkRyX05pX2J6ZDgzQ3c5cTVJcjhub2puZnVDbkRNcWdXR1d1MzZjcy1adjM0NGdJUkRmeFB0TmtMMnFJM3I4MWdpdWFQM2NlRW95NENROW8ydXhXT1NiUGVWaHJhX1NKUThQTjJ5TQ?oc=5,Google RSS,146.56195681168307,149.6013130753249,145.85905393614254,149.52210998535156,70732300,0.0,0.0,139.91553604125977,145.33117893218994,143.93247549262637,145.56164152312397,57.10991407839681,1.1203389443032847,2.003069645296394,-0.8827307009931094,155.00921578185583,149.15757598876954,143.30593619568324,3.432082327395997,30.32167947990417,0
Apple’s M3 iMac might ship in second half of 2023 - Cult of Mac,GoogleNewsRSS,https://news.google.com/rss/articles/CBMifkFVX3lxTE90OWJXcmNNVzhnbTlOZG1ncTlTcjFLbG5GaGdYT0t2MFBmX2JRMzZ3ZkdrNGlQSzdDQU5FdG5oZnVaQ1owNWlLVmtPRHpOU3h3ZjJBSVBZU0RVRHBGU2huSW9OWDFOaTNtZUpUTktHalo0VzZhbVJCYTlwWHplZw?oc=5,2023-03-05 08:00:00,Apple M1 chip 2023,,Apple’s M3 iMac might ship in second half of 2023 - Cult of Mac,https://news.google.com/rss/articles/CBMifkFVX3lxTE90OWJXcmNNVzhnbTlOZG1ncTlTcjFLbG5GaGdYT0t2MFBmX2JRMzZ3ZkdrNGlQSzdDQU5FdG5oZnVaQ1owNWlLVmtPRHpOU3h3ZjJBSVBZU0RVRHBGU2huSW9OWDFOaTNtZUpUTktHalo0VzZhbVJCYTlwWHplZw?oc=5,Google RSS,146.56195681168307,149.6013130753249,145.85905393614254,149.52210998535156,70732300,0.0,0.0,139.91553604125977,145.33117893218994,143.93247549262637,145.56164152312397,57.10991407839681,1.1203389443032847,2.003069645296394,-0.8827307009931094,155.00921578185583,149.15757598876954,143.30593619568324,3.432082327395997,30.32167947990417,1
"While Apple's AirPods Led the market throughout 2022, Q4 proved to be challenging due to challenging macroeconomic conditions - Patently Apple",GoogleNewsRSS,https://news.google.com/rss/articles/CBMi-gFBVV95cUxPY05CUzRiXzYxVG42QTR6Um1ncVljUzBQWGNNVFNpaERkcktLVF8zczFFMWViTk5aMlB4SS1YQWNmME5LQW4xaW5ScWFWRG5Eenk1NDJDTzdYR0hnb0RoUnBMUXBEYklGYmpYMWlRZ0NJc3lrQWZGNWtFSXVIc0dfMTB3S3BEbm1vM0pkV0R1M09DSi12emxNMjQ5MlRrMWcyc2txT1FuMTNvd25HS0lJZEE4Nzc5blI2Q0pqRzhFd0U3Y0JRRFNjQVlfV09ySXZhQmRpNVdmaFNMNjZJQTRycVJQWFg2WFJ2S2xPb2JBRVJMMFdBUDRpRkdR?oc=5,2023-03-07 08:00:00,AirPods 2022,,Apple's iPhone dominated 2022 smartphone sales - AppleInsider,https://news.google.com/rss/articles/CBMikgFBVV95cUxNakVjMk1RU243OXNiV3k1U0NReW5nTDA5cExSaVdHYmdjUFJPQnBhaDVXMWllWWZNTEdBenZQZTBoZ1QwV0hrZDdpclo1Ny1pY3dLeVBCa1NlUnpjaXBxZ0JkY1NZVm40S19kdDJkbmF3Q185Z3VCY0NpTHFqQkpmbkZfLWNtRVF0VlJIb1NTUF9oUdIBmAFBVV95cUxNM0w4Slo2LXZ1cE1SU05rSnVyZHM2RTYtMkcyVmFpVGFvdFZvRHgxQnk3eEticzFVS050Zkt3U2pWOVdPNTRRQmY0WXZob2ZHc3F5Qm5La0N1dGh6QUx5MkdyTkx4Yk9iYTN5QV9oWng4aU4yM2cxYWh4U0hVZkFOemV4LWt2bXBWeHdzVjU5bW1TeXRmcFVCTQ?oc=5,Google RSS,152.16545023619062,152.49215731620518,149.62111707090608,150.08642578125,56182000,0.0,0.0,140.66969467163085,145.413810005188,144.48885627366613,145.67298775536855,56.555076093262784,1.5091269959102362,1.8152016471099068,-0.3060746511996706,154.94618526766018,149.14108428955078,143.33598331144137,3.510420102909459,30.296303901535776,0
"AirPods Pro 2 prove dominant as sales surge, AirPods 3 shipments lag - 9to5Mac",GoogleNewsRSS,https://news.google.com/rss/articles/CBMickFVX3lxTFA3enJETVowQ1A2MkhFVzJIMjJHeV96aDZSdm5fSDltOFhmX3RGMXhEdUI5WUFsa1UxYkxiNUNKNXNBVFo4d0kwYkVVeldEZ0lIVlZBbm10aE0tZ2hsNWVDVHpZZVhka2tCR3VrY0VTRE5Ddw?oc=5,2023-03-07 08:00:00,AirPods 2022,,Apple's iPhone dominated 2022 smartphone sales - AppleInsider,https://news.google.com/rss/articles/CBMikgFBVV95cUxNakVjMk1RU243OXNiV3k1U0NReW5nTDA5cExSaVdHYmdjUFJPQnBhaDVXMWllWWZNTEdBenZQZTBoZ1QwV0hrZDdpclo1Ny1pY3dLeVBCa1NlUnpjaXBxZ0JkY1NZVm40S19kdDJkbmF3Q185Z3VCY0NpTHFqQkpmbkZfLWNtRVF0VlJIb1NTUF9oUdIBmAFBVV95cUxNM0w4Slo2LXZ1cE1SU05rSnVyZHM2RTYtMkcyVmFpVGFvdFZvRHgxQnk3eEticzFVS050Zkt3U2pWOVdPNTRRQmY0WXZob2ZHc3F5Qm5La0N1dGh6QUx5MkdyTkx4Yk9iYTN5QV9oWng4aU4yM2cxYWh4U0hVZkFOemV4LWt2bXBWeHdzVjU5bW1TeXRmcFVCTQ?oc=5,Google RSS,152.16545023619062,152.49215731620518,149.62111707090608,150.08642578125,56182000,0.0,0.0,140.66969467163085,145.413810005188,144.48885627366613,145.67298775536855,56.555076093262784,1.5091269959102362,1.8152016471099068,-0.3060746511996706,154.94618526766018,149.14108428955078,143.33598331144137,3.510420102909459,30.296303901535776,0
The new MacBook Pro 13 feels anything but new - Reviewed,GoogleNewsRSS,https://news.google.com/rss/articles/CBMiggFBVV95cUxPS28tR2NmWUJWZFRlTngxV3NyTEMwT19WMGVKZ0VLZUxsV1V5V01hbTJxYTVLQ2Fzd3d2Z3F1VU1FZ0dOV0VwREdsMGlvb1VHbGJwTjJYNUtJcTdELVg1SjB4SlNNdTV5MFFFOGc5bjVQU1BxbTJXN3VUN0pvNldpbUx3?oc=5,2023-03-07 08:00:00,MacBook 2022,,Apple's iPhone dominated 2022 smartphone sales - AppleInsider,https://news.google.com/rss/articles/CBMikgFBVV95cUxNakVjMk1RU243OXNiV3k1U0NReW5nTDA5cExSaVdHYmdjUFJPQnBhaDVXMWllWWZNTEdBenZQZTBoZ1QwV0hrZDdpclo1Ny1pY3dLeVBCa1NlUnpjaXBxZ0JkY1NZVm40S19kdDJkbmF3Q185Z3VCY0NpTHFqQkpmbkZfLWNtRVF0VlJIb1NTUF9oUdIBmAFBVV95cUxNM0w4Slo2LXZ1cE1SU05rSnVyZHM2RTYtMkcyVmFpVGFvdFZvRHgxQnk3eEticzFVS050Zkt3U2pWOVdPNTRRQmY0WXZob2ZHc3F5Qm5La0N1dGh6QUx5MkdyTkx4Yk9iYTN5QV9oWng4aU4yM2cxYWh4U0hVZkFOemV4LWt2bXBWeHdzVjU5bW1TeXRmcFVCTQ?oc=5,Google RSS,152.16545023619062,152.49215731620518,149.62111707090608,150.08642578125,56182000,0.0,0.0,140.66969467163085,145.413810005188,144.48885627366613,145.67298775536855,56.555076093262784,1.5091269959102362,1.8152016471099068,-0.3060746511996706,154.94618526766018,149.14108428955078,143.33598331144137,3.510420102909459,30.296303901535776,0
Apple's iPhone dominated 2022 smartphone sales - AppleInsider,GoogleNewsRSS,https://news.google.com/rss/articles/CBMikgFBVV95cUxNakVjMk1RU243OXNiV3k1U0NReW5nTDA5cExSaVdHYmdjUFJPQnBhaDVXMWllWWZNTEdBenZQZTBoZ1QwV0hrZDdpclo1Ny1pY3dLeVBCa1NlUnpjaXBxZ0JkY1NZVm40S19kdDJkbmF3Q185Z3VCY0NpTHFqQkpmbkZfLWNtRVF0VlJIb1NTUF9oUdIBmAFBVV95cUxNM0w4Slo2LXZ1cE1SU05rSnVyZHM2RTYtMkcyVmFpVGFvdFZvRHgxQnk3eEticzFVS050Zkt3U2pWOVdPNTRRQmY0WXZob2ZHc3F5Qm5La0N1dGh6QUx5MkdyTkx4Yk9iYTN5QV9oWng4aU4yM2cxYWh4U0hVZkFOemV4LWt2bXBWeHdzVjU5bW1TeXRmcFVCTQ?oc=5,2023-03-07 08:00:00,iPhone 2022,,Apple's iPhone dominated 2022 smartphone sales - AppleInsider,https://news.google.com/rss/articles/CBMikgFBVV95cUxNakVjMk1RU243OXNiV3k1U0NReW5nTDA5cExSaVdHYmdjUFJPQnBhaDVXMWllWWZNTEdBenZQZTBoZ1QwV0hrZDdpclo1Ny1pY3dLeVBCa1NlUnpjaXBxZ0JkY1NZVm40S19kdDJkbmF3Q185Z3VCY0NpTHFqQkpmbkZfLWNtRVF0VlJIb1NTUF9oUdIBmAFBVV95cUxNM0w4Slo2LXZ1cE1SU05rSnVyZHM2RTYtMkcyVmFpVGFvdFZvRHgxQnk3eEticzFVS050Zkt3U2pWOVdPNTRRQmY0WXZob2ZHc3F5Qm5La0N1dGh6QUx5MkdyTkx4Yk9iYTN5QV9oWng4aU4yM2cxYWh4U0hVZkFOemV4LWt2bXBWeHdzVjU5bW1TeXRmcFVCTQ?oc=5,Google RSS,152.16545023619062,152.49215731620518,149.62111707090608,150.08642578125,56182000,0.0,0.0,140.66969467163085,145.413810005188,144.48885627366613,145.67298775536855,56.555076093262784,1.5091269959102362,1.8152016471099068,-0.3060746511996706,154.94618526766018,149.14108428955078,143.33598331144137,3.510420102909459,30.296303901535776,0
iPhone SE (2022) review - Tom's Guide,GoogleNewsRSS,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9Ib2JTVUlncnc4UjVTRDF4RzNuLTZGX3NTaEk5bnpSZ09vVndHdmJPOGFrd083eG01ZEhOTW9SelRkUXpXRWRYVUc4OFlQZkxvcjVFbkVOM1I2dS1i?oc=5,2023-03-07 08:00:00,iPhone 2022,,Apple's iPhone dominated 2022 smartphone sales - AppleInsider,https://news.google.com/rss/articles/CBMikgFBVV95cUxNakVjMk1RU243OXNiV3k1U0NReW5nTDA5cExSaVdHYmdjUFJPQnBhaDVXMWllWWZNTEdBenZQZTBoZ1QwV0hrZDdpclo1Ny1pY3dLeVBCa1NlUnpjaXBxZ0JkY1NZVm40S19kdDJkbmF3Q185Z3VCY0NpTHFqQkpmbkZfLWNtRVF0VlJIb1NTUF9oUdIBmAFBVV95cUxNM0w4Slo2LXZ1cE1SU05rSnVyZHM2RTYtMkcyVmFpVGFvdFZvRHgxQnk3eEticzFVS050Zkt3U2pWOVdPNTRRQmY0WXZob2ZHc3F5Qm5La0N1dGh6QUx5MkdyTkx4Yk9iYTN5QV9oWng4aU4yM2cxYWh4U0hVZkFOemV4LWt2bXBWeHdzVjU5bW1TeXRmcFVCTQ?oc=5,Google RSS,152.16545023619062,152.49215731620518,149.62111707090608,150.08642578125,56182000,0.0,0.0,140.66969467163085,145.413810005188,144.48885627366613,145.67298775536855,56.555076093262784,1.5091269959102362,1.8152016471099068,-0.3060746511996706,154.94618526766018,149.14108428955078,143.33598331144137,3.510420102909459,30.296303901535776,1
"In 2022, Apple Broke the Global Record with 8 out of 10 Best Selling Smartphones being iPhones - Patently Apple",GoogleNewsRSS,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQWWdCN1I5TGxlY1B3LXdlNTZicUdkNnpORHBITnFkSnlJZzQ2akFoMUI5WjE1aWNhOS0zeW93QVFHNVo5S2RoeXVackVzVGdnY2pJb0hQUk1xYW1ZQ25mVGQ5SnlKd2pDRGR1U2g0R1k2ajgyd1FyRDB0NElHM3FZQkNJMGpVT2Jua1ZIRWVWVEJyZVNoYlM5SDVHVjZsME9QdWRxRmd2R1dFbEt2TV9VYWowdVp4c09ucllzNzFYaUNOR0ROSm55eXlNR1BOMnpKOGc?oc=5,2023-03-08 08:00:00,iPhone 2021,,"In 2022, Apple Broke the Global Record with 8 out of 10 Best Selling Smartphones being iPhones - Patently Apple",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQWWdCN1I5TGxlY1B3LXdlNTZicUdkNnpORHBITnFkSnlJZzQ2akFoMUI5WjE1aWNhOS0zeW93QVFHNVo5S2RoeXVackVzVGdnY2pJb0hQUk1xYW1ZQ25mVGQ5SnlKd2pDRGR1U2g0R1k2ajgyd1FyRDB0NElHM3FZQkNJMGpVT2Jua1ZIRWVWVEJyZVNoYlM5SDVHVjZsME9QdWRxRmd2R1dFbEt2TV9VYWowdVp4c09ucllzNzFYaUNOR0ROSm55eXlNR1BOMnpKOGc?oc=5,Google RSS,151.28432094793197,151.93773504020743,150.31410963622918,151.34371948242188,47204800,0.0,0.0,141.08236434936524,145.49373600006103,144.75767443871536,145.72941294668254,58.541166039783626,1.641431335581217,1.780447584804169,-0.139016249222952,154.70923230955796,149.06464309692382,143.42005388428967,3.391912185484314,29.90435185888757,0
Get the M1 MacBook Air at its best-ever price - Cult of Mac,GoogleNewsRSS,https://news.google.com/rss/articles/CBMic0FVX3lxTFBSbV9hQm1JeGZFRnRWSldCcnI5WlFPUVFqZUwzd1pVQlF1bnJyUTY3VWRMaE1oM1VlNlZ4dHVwWElmOWpvTFZ4X0VId1VpekVJd2dncGxLNTJpejEzdEpnZmJkTU9PcmZYWlhRbGY4SDVDZms?oc=5,2023-03-08 08:00:00,Apple M1 chip 2020,,"In 2022, Apple Broke the Global Record with 8 out of 10 Best Selling Smartphones being iPhones - Patently Apple",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQWWdCN1I5TGxlY1B3LXdlNTZicUdkNnpORHBITnFkSnlJZzQ2akFoMUI5WjE1aWNhOS0zeW93QVFHNVo5S2RoeXVackVzVGdnY2pJb0hQUk1xYW1ZQ25mVGQ5SnlKd2pDRGR1U2g0R1k2ajgyd1FyRDB0NElHM3FZQkNJMGpVT2Jua1ZIRWVWVEJyZVNoYlM5SDVHVjZsME9QdWRxRmd2R1dFbEt2TV9VYWowdVp4c09ucllzNzFYaUNOR0ROSm55eXlNR1BOMnpKOGc?oc=5,Google RSS,151.28432094793197,151.93773504020743,150.31410963622918,151.34371948242188,47204800,0.0,0.0,141.08236434936524,145.49373600006103,144.75767443871536,145.72941294668254,58.541166039783626,1.641431335581217,1.780447584804169,-0.139016249222952,154.70923230955796,149.06464309692382,143.42005388428967,3.391912185484314,29.90435185888757,0
True wireless earbuds (Apple AirPods included) wrapped up 2022 on a horribly low note - PhoneArena,GoogleNewsRSS,https://news.google.com/rss/articles/CBMingFBVV95cUxQT2JkRGpacGNMcXBiTERKbWZrblZJS3pMeGJLSjVQUklEQk1CdE91a2hTTDVpN1VMMklQa1Nhb0NkYXRfVDNkdUVWeEtkX1RLT2pmNi02MjZkSURabVlqNkxuYTg1eWZlRDQxcV91TTNVN0pOcnYtUWM2WnRLSHFFWEdXbEg5djB3NkVYSFE4cmhLdHBiZEZrMzR0cndZdw?oc=5,2023-03-08 08:00:00,AirPods 2022,,"In 2022, Apple Broke the Global Record with 8 out of 10 Best Selling Smartphones being iPhones - Patently Apple",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQWWdCN1I5TGxlY1B3LXdlNTZicUdkNnpORHBITnFkSnlJZzQ2akFoMUI5WjE1aWNhOS0zeW93QVFHNVo5S2RoeXVackVzVGdnY2pJb0hQUk1xYW1ZQ25mVGQ5SnlKd2pDRGR1U2g0R1k2ajgyd1FyRDB0NElHM3FZQkNJMGpVT2Jua1ZIRWVWVEJyZVNoYlM5SDVHVjZsME9QdWRxRmd2R1dFbEt2TV9VYWowdVp4c09ucllzNzFYaUNOR0ROSm55eXlNR1BOMnpKOGc?oc=5,Google RSS,151.28432094793197,151.93773504020743,150.31410963622918,151.34371948242188,47204800,0.0,0.0,141.08236434936524,145.49373600006103,144.75767443871536,145.72941294668254,58.541166039783626,1.641431335581217,1.780447584804169,-0.139016249222952,154.70923230955796,149.06464309692382,143.42005388428967,3.391912185484314,29.90435185888757,0
"Consumers Prefer Apple’s AirPods Pro 2 Over AirPods 3, Says Report - AppleMagazine",GoogleNewsRSS,https://news.google.com/rss/articles/CBMilgFBVV95cUxOM2owS2RmWmlXS2luamJnM3NFRFBKVWdGN0VXamZyd0pLS1F2Nl9lQjJ2YnNXeEl2ZkhSWlZWZGpSVmxXa0x4NFlVdUU3VTNTVFpXYXVsYmNmWVFKM3dUTGJIanpRV0JLdzVlX2lfaS1wVUMwTkdaVXZhSjdFN1V6WFctRXFHSVYzbGFiaXhNN1QzdFhvOGfSAZsBQVVfeXFMTkZFUEQ1OUMyYjFRU29VN05kTVZiakd6NWlaRlZHQTd2VHg2cEk0VThIU0E1cHNSVFhTV0hRb0RmdVFNVVBUb3Z0N0ctODRnTWc4OEQ3bGxUOGhlcDBwc2RIWXdlNDRKVDdlSFdxYVhjbkViWlF2SlJYeXJLMVdGS0pwUkUteENDbkpXd3pqS085a2ltbFJhN1dxM0U?oc=5,2023-03-08 08:00:00,AirPods 2022,,"In 2022, Apple Broke the Global Record with 8 out of 10 Best Selling Smartphones being iPhones - Patently Apple",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQWWdCN1I5TGxlY1B3LXdlNTZicUdkNnpORHBITnFkSnlJZzQ2akFoMUI5WjE1aWNhOS0zeW93QVFHNVo5S2RoeXVackVzVGdnY2pJb0hQUk1xYW1ZQ25mVGQ5SnlKd2pDRGR1U2g0R1k2ajgyd1FyRDB0NElHM3FZQkNJMGpVT2Jua1ZIRWVWVEJyZVNoYlM5SDVHVjZsME9QdWRxRmd2R1dFbEt2TV9VYWowdVp4c09ucllzNzFYaUNOR0ROSm55eXlNR1BOMnpKOGc?oc=5,Google RSS,151.28432094793197,151.93773504020743,150.31410963622918,151.34371948242188,47204800,0.0,0.0,141.08236434936524,145.49373600006103,144.75767443871536,145.72941294668254,58.541166039783626,1.641431335581217,1.780447584804169,-0.139016249222952,154.70923230955796,149.06464309692382,143.42005388428967,3.391912185484314,29.90435185888757,0
"How Much Bodyguards, Security Costs for Big-Name CEOs - Business Insider",GoogleNewsRSS,https://news.google.com/rss/articles/CBMipgFBVV95cUxOQ0YwMHg0a0MtSHE5SGJBTkE0aHBDNldySV9keno2bll6NzNUYkZoSGs3a0t3M1RxNkpJdkZtSTlTRmxIMXpORnVuVktUejhFR2cxcENIc2FtWFJHVkJfUlJsQWU1dU8tanVNUFFEM2NwY0VWdk5wMmFERlhVX0JyYjNTcXVaalF6X2NWcV9hcllyajR4TFZHNlZXOEdENzQ4cjBwUHRn?oc=5,2023-03-09 08:00:00,Tim Cook 2022,,"How Much Bodyguards, Security Costs for Big-Name CEOs - Business Insider",https://news.google.com/rss/articles/CBMipgFBVV95cUxOQ0YwMHg0a0MtSHE5SGJBTkE0aHBDNldySV9keno2bll6NzNUYkZoSGs3a0t3M1RxNkpJdkZtSTlTRmxIMXpORnVuVktUejhFR2cxcENIc2FtWFJHVkJfUlJsQWU1dU8tanVNUFFEM2NwY0VWdk5wMmFERlhVX0JyYjNTcXVaalF6X2NWcV9hcllyajR4TFZHNlZXOEdENzQ4cjBwUHRn?oc=5,Google RSS,152.02683517023416,152.99704649679572,148.73008049756518,149.08648681640625,53833600,0.0,0.0,141.45720413208008,145.5611933517456,144.9274317868601,145.7628166667793,53.78712955561154,1.5463186672585891,1.733621801295053,-0.1873031340364639,154.631975715038,149.01027145385743,143.38856719267685,3.45441602932333,28.99734355814719,0
Apple MacBook Pro (2021) review: The customer is always right - Android Authority,GoogleNewsRSS,https://news.google.com/rss/articles/CBMie0FVX3lxTE1VYnZLeHZTUDRta0hFRjc5dEZadVI1Z005elVQNzZwMy1KeHlVSE5sekdYbVpCcXFZLUVGNWtJU0VxbUl5STBjMHhmMGx1bGhDYU5yQm1NTXFFSF9TZjNiUS1leGY4RHZtREZucUFLcGZTOGhRM1lKcXBzOA?oc=5,2023-03-10 08:00:00,MacBook 2021,,Apple MacBook Pro (2021) review: The customer is always right - Android Authority,https://news.google.com/rss/articles/CBMie0FVX3lxTE1VYnZLeHZTUDRta0hFRjc5dEZadVI1Z005elVQNzZwMy1KeHlVSE5sekdYbVpCcXFZLUVGNWtJU0VxbUl5STBjMHhmMGx1bGhDYU5yQm1NTXFFSF9TZjNiUS1leGY4RHZtREZucUFLcGZTOGhRM1lKcXBzOA?oc=5,Google RSS,148.7103138108838,149.43302127956616,146.1362661024609,147.0173797607422,68572400,0.0,0.0,141.82684158325196,145.59110530853272,145.00939053093393,145.77529988164457,49.79522491283717,1.2891213566706767,1.644721712370178,-0.3556003556995013,154.59203190328645,148.90434036254882,143.2166488218112,3.4431545398791825,27.34304855528327,0
Global smartwatch market share by vendor 2021 - Statista,GoogleNewsRSS,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQ0RzbG5sMEs2bFpnR2dsRzNhdlo2WDZkaVczbEZHczkwWnhOWjRRRW1GQ3dpSVN6OUJqZWxQb3NRcWo0NElwWjJQUEcxQnRNenltS3lWYlA0bW5NT0JkWEkyV1lZYmNaNGswdjg1UGlQWklHMVZxSTJyNXNBMFJaa0ZrU1puMmp4TXc?oc=5,2023-03-10 08:00:00,Apple Watch 2021,,Apple MacBook Pro (2021) review: The customer is always right - Android Authority,https://news.google.com/rss/articles/CBMie0FVX3lxTE1VYnZLeHZTUDRta0hFRjc5dEZadVI1Z005elVQNzZwMy1KeHlVSE5sekdYbVpCcXFZLUVGNWtJU0VxbUl5STBjMHhmMGx1bGhDYU5yQm1NTXFFSF9TZjNiUS1leGY4RHZtREZucUFLcGZTOGhRM1lKcXBzOA?oc=5,Google RSS,148.7103138108838,149.43302127956616,146.1362661024609,147.0173797607422,68572400,0.0,0.0,141.82684158325196,145.59110530853272,145.00939053093393,145.77529988164457,49.79522491283717,1.2891213566706767,1.644721712370178,-0.3556003556995013,154.59203190328645,148.90434036254882,143.2166488218112,3.4431545398791825,27.34304855528327,1
Apple MacBook Pro 14-inch (2021) review - Tom's Guide,GoogleNewsRSS,https://news.google.com/rss/articles/CBMiakFVX3lxTE0xbmFxaTJkVWZVUUtLREZKQXRkb3F6dS0wUlh2dFJGWGdHdlFMTG9SY0pCYTFXN1QycVFFYUpNb3QxT0NySGhCRkJ4ZGFORWotbmFDUktfRVF0R0dlbFdYUXlFXzJXTVdPYlE?oc=5,2023-03-22 07:00:00,MacBook 2021,,AirPods 2023: Apple May Have Just Leaked Mystery AirPods Coming Soon - Forbes,https://news.google.com/rss/articles/CBMivAFBVV95cUxQdlQ0MEhkNHVUU3pVMmxaY0V0bjhmcUZaLW13Uy1YWC1tM3VCNVcxcXFxM0U2eURabGpxOC1xUUFNMGM1M3BaWGNqeGJsTy1ONDRUWG43aHl5QnpvbW8xUTNKWmdtODNROXdSNU9rRFJndms2cDIxeFJsdGlxbnRVYlZBRjNCRXFreU1lWlZkUV9QTDNDZnlZMl9KaERnVlZLZV9CVHV2NkFkODNvcXFHUEJJUGF0RkJyd0dtbA?oc=5,Google RSS,157.70955140928402,160.5211932163919,156.23442213481738,156.2542266845703,75701800,0.0,0.0,146.20603393554688,145.97869129180907,147.4350501234227,146.38359277793427,62.39344904451032,2.60184023862962,2.013044269096412,0.5887959695332081,157.96327577759652,150.1106719970703,142.2580682165441,3.5547974772747755,26.6718329763731,0
AirPods 2023: Apple May Have Just Leaked Mystery AirPods Coming Soon - Forbes,GoogleNewsRSS,https://news.google.com/rss/articles/CBMivAFBVV95cUxQdlQ0MEhkNHVUU3pVMmxaY0V0bjhmcUZaLW13Uy1YWC1tM3VCNVcxcXFxM0U2eURabGpxOC1xUUFNMGM1M3BaWGNqeGJsTy1ONDRUWG43aHl5QnpvbW8xUTNKWmdtODNROXdSNU9rRFJndms2cDIxeFJsdGlxbnRVYlZBRjNCRXFreU1lWlZkUV9QTDNDZnlZMl9KaERnVlZLZV9CVHV2NkFkODNvcXFHUEJJUGF0RkJyd0dtbA?oc=5,2023-03-22 07:00:00,AirPods 2023,,AirPods 2023: Apple May Have Just Leaked Mystery AirPods Coming Soon - Forbes,https://news.google.com/rss/articles/CBMivAFBVV95cUxQdlQ0MEhkNHVUU3pVMmxaY0V0bjhmcUZaLW13Uy1YWC1tM3VCNVcxcXFxM0U2eURabGpxOC1xUUFNMGM1M3BaWGNqeGJsTy1ONDRUWG43aHl5QnpvbW8xUTNKWmdtODNROXdSNU9rRFJndms2cDIxeFJsdGlxbnRVYlZBRjNCRXFreU1lWlZkUV9QTDNDZnlZMl9KaERnVlZLZV9CVHV2NkFkODNvcXFHUEJJUGF0RkJyd0dtbA?oc=5,Google RSS,157.70955140928402,160.5211932163919,156.23442213481738,156.2542266845703,75701800,0.0,0.0,146.20603393554688,145.97869129180907,147.4350501234227,146.38359277793427,62.39344904451032,2.60184023862962,2.013044269096412,0.5887959695332081,157.96327577759652,150.1106719970703,142.2580682165441,3.5547974772747755,26.6718329763731,1
AirPods Pro not working? Here’s how to get a free replacement - Tom's Guide,GoogleNewsRSS,https://news.google.com/rss/articles/CBMie0FVX3lxTE5zc0MxcmtJeWpGa1VBVzloVEdxQmhjbEtrYnNXWTlaWXNxakdrZ0dwSm9hQU9pTG1INEFsbTUyQXgxX3JhUmwxbFhpcHFBeV9aX05MR0NlYU5FdGJKVmZjaWhXSXJrZ1E3T0lhMVRHbXVSbV9JSlpDeDNNZw?oc=5,2023-03-23 07:00:00,AirPods 2020,,AirPods Pro not working? Here’s how to get a free replacement - Tom's Guide,https://news.google.com/rss/articles/CBMie0FVX3lxTE5zc0MxcmtJeWpGa1VBVzloVEdxQmhjbEtrYnNXWTlaWXNxakdrZ0dwSm9hQU9pTG1INEFsbTUyQXgxX3JhUmwxbFhpcHFBeV9aX05MR0NlYU5FdGJKVmZjaWhXSXJrZ1E3T0lhMVRHbXVSbV9JSlpDeDNNZw?oc=5,Google RSS,157.24425391701376,159.93709883089704,156.10572637477364,157.34324645996094,67622100,0.0,0.0,146.7683493041992,146.04530223846436,147.82360684250264,146.49264405835245,64.0058152043082,2.7565371895510964,2.161742853187349,0.5947943363637473,158.9648506539969,150.58241653442383,142.19998241485075,3.574552832906821,27.642814512549432,1
